Re,log10Re,CD_clean,CD_noisy
1.0,0.0,24.200000000000003,23.601581583039554
1.0233323289164382,0.010016694490818033,23.652791748905805,23.435312222025875
1.0472090554055413,0.02003338898163608,23.11806003406434,23.86241837181116
1.0716428815305359,0.03005008347245407,22.59552038615967,22.70509420970728
1.096646805723366,0.04006677796327213,22.084894821874048,22.592974887633666
1.122234129699665,0.05008347245409017,21.585911696004956,21.897344482942675
1.1484184655350702,0.06010016694490816,21.098305556953882,20.762597944778182
1.1752137429066458,0.07011686143572622,20.62181700551001,20.90121799338578
1.2026342165032622,0.08013355592654428,20.15619255685372,19.996658584945667
1.2306944736088792,0.09015025041736227,19.701184505706433,19.54239831920445
1.2594094418627644,0.10016694490818032,19.25655079455506,19.30332847974377
1.2887943972007743,0.11018363939899836,18.82205488488105,18.10402623833084
1.3188649719819254,0.12020033388981638,18.397465631325392,18.945786504501427
1.3496371633045767,0.1302170283806344,17.98255715872271,17.680859447661533
1.3811273415166476,0.1402337228714524,17.577108741939078,18.016654850953845
1.4133522589244,0.15025041736227046,17.180904688449484,17.23945769434805
1.446329058704415,0.16026711185308848,16.79373422359266,17.436948132618618
1.480075284023509,0.17028380634390652,16.415391378442077,16.144549972812236
1.514608887371436,0.18030050083472451,16.04567488023353,15.920600907827396
1.549948240111347,0.19031719532554253,15.684388045291037,15.816830596557729
1.5861121422530795,0.2003338898163606,15.331338674394052,14.485251498883109
1.6231198324544849,0.21035058430717865,14.986338950530337,15.29652673422061
1.6609909982561069,0.22036727879799664,14.6492053389801,15.213796844195995
1.6997457865546615,0.2303839732888147,14.319758489678257,14.723148518280357
1.7394048143208847,0.2404006677796327,13.997823141802872,14.26195144164998
1.7799891795674558,0.25041736227045075,13.683228030538997,13.633291810566165
1.8215204725728247,0.2604340567612688,13.375805795968352,13.804467676932603
1.8640207873669197,0.2704507512520868,13.075392894036328,13.426477203099063
1.9075127334848427,0.28046744574290483,12.781829509548984,12.90728982698103
1.9520194479948054,0.2904841402337229,12.49495947115375,12.496557049441774
1.9975646078067044,0.3005008347245409,12.21463016825858,12.104158954494245
2.044172442267886,0.31051752921535886,11.940692469845402,11.57344686202405
2.0918677460527992,0.32053422370617696,11.673000645134614,12.030845028289221
2.1406758923533915,0.330550918196995,11.411412286058503,10.791760078699065
2.1906228463772703,0.34056761268781294,11.155788231502253,11.052556096382727
2.241735179160809,0.35058430717863104,10.905992493272308,10.950810688420196
2.29404008170454,0.3606010016694491,10.661892183752677,10.89109119578214
2.347565379438363,0.3706176961602671,10.423357445210709,10.882418064349071
2.402339547024262,0.3806343906510851,10.190261380714686,10.443317103530372
2.4583917235043993,0.3906510851419032,9.962479986626573,9.889873077297109
2.515751727802653,0.4006677796327212,9.739892086633908,9.917189182612521
2.5744500745878423,0.4106844741235392,9.522379267285816,9.222043349749882
2.634517990507075,0.42070116861435725,9.309825814998808,9.642637780239506
2.6959874307978597,0.4307178631051753,9.102118654498883,9.06651223017142
2.758891096287819,0.44073455759599334,8.899147288667162,8.749250240846612
2.8232624507910384,0.4507512520868113,8.700803739757069,8.561795326962818
2.8891357389103245,0.4607679465776294,8.506982491951762,8.493932498458026
2.9565460042548173,0.4707846410684474,8.317580435231307,8.235904930550767
3.0255291080826714,0.4808013355592654,8.13249681051967,8.598063944092498
3.0961217483787142,0.49081803005008345,7.951633156082395,7.808865330393378
3.1683614793772246,0.5008347245409015,7.774893255146416,7.781231298204832
3.242286731540226,0.5108514190317195,7.602183084714176,7.607514095757905
3.317936832001927,0.5208681135225376,7.433410765544786,7.438664723083245
3.39535202549016,0.5308848080133556,7.268486513275641,7.278543529554863
3.4745734957359913,0.5409015025041736,7.107322590658461,7.021757026137574
3.5556433873828426,0.5509181969949917,6.949833260884399,6.848468639600025
3.638604828406817,0.5609348914858097,6.795934741973325,6.64945507924374
3.7235019530601448,0.5709515859766277,6.645545162203057,6.398301872162869
3.810379925349945,0.5809682804674458,6.498584516554823,6.533726722466536
3.8992849630648028,0.5909849749582637,6.354974624151795,6.51136679238398
3.9902643623619527,0.6010016694490818,6.214639086668002,6.130262288415837
